slang,translationID,translationEN,contextID,contextEN,exampleID,exampleEN,sentiment
dpan,depan,front,Digunakan dalam percakapan sehari-hari untuk merujuk pada posisi depan atau tempat yang terdepan. Sering dipakai dalam konteks yang santai.,Used in everyday conversation to refer to the front position or forefront place. Often used in casual contexts.,Tunggu aku di dpan sekolah ya.,"Wait for me in front of the school, okay?",neutral
dpet,dapat,to get / to receive,Umumnya digunakan dalam percakapan santai untuk menyatakan bahwa seseorang memperoleh atau menerima sesuatu.,Commonly used in casual conversations to indicate that someone gets or receives something.,Gue dpet tiket konser nanti malam.,I got the concert tickets for tonight.,positive
dpk,depok,Depok,"Merujuk pada kota Depok di Indonesia, slang ini sering digunakan dalam konteks membicarakan tempat tinggal atau kegiatan di daerah tersebut.","Refers to the city of Depok in Indonesia, this slang is often used when discussing residence or activities in that area.","Gue baru pulang dari dpk, seru banget!","I just got back from Depok, it was so much fun!",positive
dpkrkn,dipikirkan,thought about,"Digunakan untuk menyatakan bahwa suatu ide atau rencana sedang dalam proses pemikiran atau pertimbangan, sering kali dengan nuansa santai.","Used to indicate that an idea or plan is being thought about or considered, often with a casual tone.",Kita dpkrkn dulu rencana liburan ini.,Let's think about this vacation plan first.,neutral
dpn,depan,front,"Digunakan dalam konteks untuk merujuk pada lokasi atau posisi yang berada di bagian depan, baik secara fisik maupun figuratif.","Used in contexts to refer to a location or position that is at the front, both physically and figuratively.",Tolong letakkan barang-barang itu di dpn rumah.,Please put those items in front of the house.,neutral
dpnrmh,depan rumah,in front of the house,"Digunakan untuk merujuk pada area di depan sebuah rumah, sering kali sebagai lokasi pertemuan atau interaksi sosial.","Used to refer to the area in front of a house, often as a meeting place or social interaction point.",Kita kumpul di dpnrmh aja ya.,Let's meet in front of the house.,neutral
dpt,dapat,can / able to,"Sering digunakan dalam percakapan santai, terutama di media sosial atau pesan teks, untuk menyatakan kemampuan atau kemungkinan.","Often used in casual conversations, especially on social media or text messages, to express capability or possibility.",Aku dpt ikut acara itu.,I can join that event.,positive
dr,dari,from,"Slang 'dr' digunakan dalam komunikasi informal, terutama di media sosial dan pesan singkat, sebagai pengganti kata 'dari'.","The slang 'dr' is used in informal communication, especially on social media and text messaging, as a substitute for the word 'from'.",Aku dr Jakarta.,I'm from Jakarta.,neutral
drg,dokter gigi,dentist,"Merupakan singkatan yang umum digunakan dalam percakapan sehari-hari, terutama di kalangan remaja, untuk merujuk pada seorang dokter spesialis gigi.","This abbreviation is commonly used in everyday conversation, especially among teenagers, to refer to a dental specialist.",Aku harus pergi ke drg besok untuk periksa gigi.,I have to go to the dentist tomorrow for a check-up.,neutral
drh,darah,blood,"Digunakan dalam konteks informal, terutama di kalangan anak muda, untuk merujuk pada 'darah' dengan nuansa yang lebih santai atau akrab.","Used in informal contexts, especially among youth, to refer to 'blood' in a more casual or familiar tone.",Gue lagi nunggu drh dari temen-temen gue.,I'm waiting for my blood friends.,neutral
dri,dari,from,"Digunakan dalam percakapan santai, sering kali di kalangan anak muda, untuk menyederhanakan bahasa dalam komunikasi sehari-hari.","Used in casual conversations, often among younger people, to simplify language in daily communication.",Aku beli baju ini dri online.,I bought this shirt from online.,neutral
drmh,di rumah,at home,"Digunakan dalam percakapan santai untuk menunjukkan lokasi seseorang, biasanya dalam konteks yang informal atau akrab.","Used in casual conversations to indicate someone's location, typically in an informal or familiar context.","Aku lagi drmh, mau chat nanti ya.","I'm at home, I'll chat later okay?",neutral
drmn,darimana,where from,"Digunakan dalam percakapan santai untuk menanyakan asal atau tempat seseorang berasal, sering kali dalam konteks informal.","Used in casual conversations to ask about someone's origin or where they come from, often in informal contexts.","Eh, drmn sih kamu?","Hey, where are you from?",neutral
drpd,daripada,than,"Digunakan untuk membandingkan dua hal, seringkali dalam konteks informal atau percakapan sehari-hari.","Used to compare two things, often in informal contexts or everyday conversations.",Aku lebih suka kopi drpd teh.,I prefer coffee than tea.,neutral
drtd,dari tadi,since earlier,"Digunakan untuk menyatakan bahwa sesuatu telah terjadi atau berlangsung sejak waktu yang lebih awal, seringkali dengan nuansa frustrasi atau ketidakpuasan.","Used to indicate that something has been happening or ongoing since an earlier time, often with a sense of frustration or dissatisfaction.","Aku udah nunggu drtd, nih!",I've been waiting since earlier!,negative
drumah,di rumah,at home,Digunakan dalam percakapan santai untuk menunjukkan lokasi seseorang atau aktivitas yang dilakukan di rumah.,Used in casual conversation to indicate someone's location or activities being done at home.,"Aku lagi drumah, jadi gak bisa ikut.","I'm at home, so I can't join.",neutral
dsb,dan sebagainya,and so on,Digunakan untuk menyebutkan hal-hal yang serupa atau tambahan tanpa harus menyebutkan semuanya secara lengkap.,Used to refer to similar or additional things without having to list them all completely.,"Saya suka buah-buahan seperti apel, jeruk, dsb.","I like fruits such as apples, oranges, and so on.",neutral
dsblh,di sebelah,beside,"Digunakan dalam komunikasi santai untuk menunjukkan lokasi yang dekat, biasanya dalam konteks yang tidak formal.","Used in casual communication to indicate a nearby location, typically in an informal context.",Dia duduk dsblh aku di kelas.,He sits beside me in class.,neutral
dsini,disini,here,"Slang yang berasal dari bahasa gaul, digunakan dalam percakapan santai untuk menunjukkan lokasi atau tempat yang dekat dengan pembicara.","A slang derived from informal language, used in casual conversations to indicate a location or place that is close to the speaker.",Ayo kita duduk dsini saja.,"Come on, let's just sit here.",neutral
dsklh,di sekolah,at school,"Slang ini digunakan untuk merujuk pada lokasi fisik di sekolah, sering digunakan dalam percakapan informal antara teman-teman.","This slang is used to refer to a physical location at school, often in informal conversations among friends.","Gue lagi dsklh, nanti baru pulang.","I'm at school right now, I'll go home later.",neutral
dsni,di sini,here,"Digunakan dalam komunikasi informal, biasanya melalui pesan teks atau media sosial, untuk menunjukkan lokasi atau posisi yang sedang dibicarakan.","Used in informal communication, usually through text messages or social media, to indicate the location or position being discussed.","Lagi ada di dsni, yuk mampir!","I'm here right now, come by!",neutral
dst,dan seterusnya,and so on,"Digunakan untuk menunjukkan bahwa ada lebih banyak elemen atau contoh yang tidak disebutkan, biasanya dalam konteks daftar atau penjelasan.","Used to indicate that there are additional elements or examples not mentioned, typically in the context of lists or explanations.","Kita perlu membeli sayuran seperti tomat, cabai, dst.","We need to buy vegetables like tomatoes, chili, and so on.",neutral
dtg,datang,to come,"Singkatan dari 'datang', sering digunakan dalam percakapan santai, terutama di media sosial atau pesan singkat.","An abbreviation of 'datang', commonly used in casual conversations, especially in social media or text messages.",Ayo dtg ke pesta malam ini!,Come to the party tonight!,positive
dtgny,datangnya,the arrival,Slang ini sering digunakan dalam percakapan santai atau pesan singkat untuk merujuk pada waktu atau momen kedatangan seseorang atau sesuatu.,This slang is often used in casual conversations or text messages to refer to the time or moment of someone's or something's arrival.,Dtgny jam berapa ya?,What time is the arrival?,neutral
dtmbh,ditambah,added,Digunakan dalam percakapan santai untuk menyatakan penambahan atau tambahan pada suatu hal.,Used in casual conversations to indicate an addition or something extra to a topic.,Jangan lupa dtmbh bahan-bahannya ya.,"Don't forget to add the ingredients, okay?",neutral
dtmpt,di tempat,at the place,"Digunakan dalam percakapan santai, seringkali untuk menunjukkan lokasi tanpa harus menyebutkan secara spesifik. Biasanya digunakan oleh anak muda dalam komunikasi sehari-hari.","Used in casual conversations, often to indicate a location without specifying it. Commonly used by young people in daily communication.",Aku lagi dtmpt nongkrong bareng teman-teman.,I'm currently at the place hanging out with friends.,neutral
dtng,datang,to come,"Digunakan dalam komunikasi informal, terutama di pesan teks atau media sosial, untuk menyatakan kedatangan seseorang atau sesuatu.","Used in informal communication, especially in text messages or social media, to indicate someone's or something's arrival.",Dia dtng ke rumahku jam 7.,He is coming to my house at 7.,positive
duluw,dulu,previously / before,Digunakan dalam percakapan santai untuk merujuk pada waktu yang telah berlalu.,Used in casual conversations to refer to a time that has passed.,"Duluw kita sering main bareng, ya?","We used to hang out a lot before, right?",positive
dy,dia,he/she,Digunakan dalam percakapan santai di antara teman-teman untuk merujuk kepada seseorang tanpa menyebutkan nama.,Used in casual conversations among friends to refer to someone without mentioning their name.,Dy bilang mau datang ke pesta malam ini.,He/She said he/she would come to the party tonight.,neutral
ea,ya,yes,Digunakan dalam percakapan santai sebagai bentuk persetujuan atau konfirmasi.,Used in casual conversations as a form of agreement or confirmation.,"Ayo kita nonton film nanti malam, ea?","Let's watch a movie tonight, yeah?",positive
eeq,feses,feces,"Digunakan secara informal untuk merujuk pada feses, sering kali dalam konteks humor atau merendahkan.","Used informally to refer to feces, often in a humorous or derogatory context.","Awas, di sana ada eeq!","Watch out, there's feces over there!",negative
elo,kamu,you,"Slang yang umum digunakan di kalangan anak muda untuk menyapa teman atau orang yang akrab, sering kali mencerminkan suasana santai atau informal.","A slang commonly used among young people to greet friends or familiar people, often reflecting a casual or informal atmosphere.",Elo udah makan belum?,Have you eaten yet?,neutral
emang,memang,indeed / really,"Digunakan untuk menegaskan atau mengkonfirmasi sesuatu, sering kali dalam percakapan santai.","Used to affirm or confirm something, often in casual conversations.",Emang enak banget makanan di sini.,The food here is really good.,positive
emangnya,memangnya,indeed / actually,"Digunakan untuk menekankan atau mengkonfirmasi pernyataan sebelumnya, seringkali dalam konteks percakapan santai.","Used to emphasize or confirm a previous statement, often in a casual conversation context.",Emangnya aku salah?,"Am I wrong, indeed?",neutral
emank,memang,indeed / truly,Digunakan dalam percakapan informal untuk menegaskan kebenaran atau kepastian suatu pernyataan.,Used in informal conversations to affirm the truth or certainty of a statement.,"Emank, dia emang jago main bola.","Indeed, he is really good at playing soccer.",positive
emg,memang,indeed / truly,Sering digunakan dalam percakapan santai untuk menegaskan kebenaran atau keaslian suatu pernyataan.,Commonly used in casual conversations to emphasize the truth or authenticity of a statement.,Emg dia itu jago main bola.,"Indeed, he is really good at playing soccer.",positive
emng,memang,indeed,Digunakan dalam percakapan sehari-hari untuk menegaskan atau menyetujui suatu pernyataan.,Used in everyday conversation to affirm or agree with a statement.,"Emng, itu filmnya bagus banget.","Indeed, that movie is really good.",positive
engga,tidak,no / not,Digunakan dalam percakapan sehari-hari untuk mengekspresikan penolakan atau ketidaksetujuan dengan nada santai.,Used in everyday conversation to express rejection or disagreement in a casual tone.,Engga mau ikut acara itu.,I don't want to join that event.,negative
enggak,tidak,no,Digunakan dalam percakapan sehari-hari untuk menolak atau menyatakan ketidaksetujuan dengan cara yang lebih santai dan informal.,Used in everyday conversation to refuse or express disagreement in a more casual and informal manner.,Enggak mau pergi ke pesta malam ini.,I don't want to go to the party tonight.,negative
enk,enak,delicious,"Digunakan untuk menggambarkan makanan atau minuman yang sangat nikmat, sering kali dalam suasana santai atau akrab.","Used to describe food or drinks that are very tasty, often in a casual or friendly setting.",Makan siang ini enak banget!,This lunch is so delicious!,positive
entar,nanti,later,"Digunakan untuk menunjukkan bahwa sesuatu akan dilakukan di kemudian hari, sering kali dengan nuansa santai atau tidak terlalu serius.","Used to indicate that something will be done later, often with a casual or non-serious tone.","Entar kita ketemu di kafe, ya.","We'll meet at the cafe later, okay?",neutral
ente,anda,you,Digunakan dalam percakapan sehari-hari untuk merujuk kepada seseorang dengan cara yang lebih akrab atau santai.,Used in everyday conversation to refer to someone in a more familiar or casual manner.,"Eh, ente udah makan belum?","Hey, have you eaten yet?",neutral
eps,episode,episode,Digunakan di kalangan penggemar acara TV atau podcast untuk merujuk pada satu bagian dari seri tanpa harus mengucapkan kata 'episode' secara lengkap.,Used among fans of TV shows or podcasts to refer to a single part of a series without having to say the word 'episode' in full.,Sudah nonton eps terbaru dari serial itu?,Have you watched the latest eps of that series?,neutral
eteb,bosan,bored,Digunakan untuk mengekspresikan rasa jenuh atau ketidakminatan terhadap suatu aktivitas atau situasi.,Used to express a feeling of boredom or disinterest in an activity or situation.,Aku udah eteb nungguin film ini mulai.,I'm so bored waiting for this movie to start.,negative
eug,saya,I,"Digunakan dalam konteks informal atau santai, biasanya di kalangan teman dekat atau dalam percakapan daring.","Used in informal or casual contexts, typically among close friends or in online conversations.",Eug mau pergi ke mall nanti.,I'm going to the mall later.,neutral
faham,paham,understand,"Digunakan untuk menunjukkan pengertian atau kesepakatan terhadap sesuatu, sering kali dalam diskusi santai.","Used to indicate understanding or agreement about something, often in casual discussions.",Aku sudah faham apa yang kamu maksud.,I already understand what you mean.,positive
fb,facebook,facebook,"Digunakan sebagai singkatan untuk menyebut platform media sosial Facebook, sering kali dalam konteks komunikasi sehari-hari di kalangan anak muda.","Used as an abbreviation to refer to the social media platform Facebook, often in everyday communication among young people.","Yuk, kita chat di fb saja.",Let's chat on fb instead.,neutral
fav,favorit,favorite,"Digunakan untuk menyebut sesuatu yang paling disukai atau diutamakan dalam konteks informal, sering kali dalam percakapan santai.","Used to refer to something that is most liked or preferred in an informal context, often in casual conversations.",Film itu adalah fav aku tahun ini.,That movie is my favorite this year.,positive
fave,favorit,favorite,"Digunakan untuk menyebut sesuatu yang paling disukai atau diutamakan, sering kali dalam konteks informal atau sehari-hari.","Used to refer to something that is most liked or preferred, often in informal or everyday contexts.",Kopi hitam itu adalah fave aku.,That black coffee is my fave.,positive
g,tidak,no,Digunakan dalam percakapan santai untuk mengekspresikan penolakan atau ketidaksetujuan secara singkat.,Used in casual conversations to express denial or disagreement in a succinct manner.,"G, saya tidak mau ikut.","No, I don't want to join.",negative
ga,tidak,not,Digunakan dalam percakapan sehari-hari untuk menyatakan penolakan atau ketidakadaan sesuatu dengan cara yang santai.,Used in casual conversations to express denial or absence of something in a relaxed manner.,Ga ada waktu buat itu.,There's not enough time for that.,neutral
gaada,tidak ada,there is no,"Digunakan dalam percakapan santai untuk menyatakan ketidakadaan sesuatu, sering kali dengan nuansa santai atau tidak serius.","Used in casual conversation to express the absence of something, often with a relaxed or unserious tone.",Di situ gaada orang.,There are no people over there.,neutral
gabisa,tidak bisa,cannot / unable,"Digunakan dalam percakapan santai untuk menyatakan ketidakmampuan melakukan sesuatu, sering kali dengan nuansa frustrasi atau keputusasaan.","Used in casual conversations to express the inability to do something, often with a sense of frustration or despair.","Maaf, aku gabisa bantu kamu sekarang.","Sorry, I can't help you right now.",negative
gaboleh,tidak boleh,not allowed,"Digunakan untuk menunjukkan larangan atau ketidakbolehan dalam situasi tertentu, seringkali dengan nada santai atau informal.","Used to indicate prohibition or disallowance in certain situations, often with a casual or informal tone.",Kamu gaboleh masuk ke kamar itu.,You're not allowed to enter that room.,negative
gabut,menganggur,idle / unproductive,"Digunakan untuk menggambarkan keadaan seseorang yang tidak memiliki kegiatan atau pekerjaan yang produktif, sering kali disertai perasaan bosan.","Used to describe someone who is without productive activities or work, often accompanied by feelings of boredom.","Hari ini aku gabut banget, nggak ada yang bisa dikerjain.","I'm so idle today, there's nothing to work on.",negative
gada,tidak ada,none,"Digunakan dalam situasi santai untuk menyatakan ketiadaan sesuatu, sering kali dengan nada ringan atau humor.","Used in casual situations to express the absence of something, often with a light or humorous tone.","Hari ini di sekolah gada PR, jadi bisa main.","Today at school, there's none for homework, so we can play.",neutral
gaenak,tidak enak,not delicious,Digunakan untuk menyatakan ketidakpuasan terhadap makanan atau pengalaman yang dianggap tidak enak.,Used to express dissatisfaction with food or an experience that is considered unpleasant.,"Makanan ini gaenak banget, mau kirim balik.","This food is really not delicious, I want to send it back.",negative
gajadi,tidak jadi,not happening,"Digunakan ketika suatu rencana atau tindakan tidak terlaksana, seringkali dengan nada kecewa atau frustrasi.","Used when a plan or action does not materialize, often with a tone of disappointment or frustration.","Rencananya mau nonton film, tapi gajadi deh.","We were supposed to watch a movie, but it's not happening.",negative
gajelas,tidak jelas,not clear,"Digunakan untuk menggambarkan sesuatu yang ambigu atau sulit dipahami, sering kali dalam situasi yang membingungkan atau tidak memuaskan.","Used to describe something that is ambiguous or hard to understand, often in confusing or unsatisfactory situations.",Penjelasannya gajelas banget.,The explanation is really not clear.,negative
gak,tidak,not,Digunakan dalam percakapan sehari-hari untuk mengekspresikan penolakan atau ketidaksetujuan dengan nada yang lebih santai.,Used in everyday conversation to express denial or disagreement in a more casual tone.,Gak mau pergi ke pesta malam ini.,I don't want to go to the party tonight.,negative
gakuat,tidak kuat,not strong,"Digunakan untuk menggambarkan kondisi fisik atau emosional seseorang yang tidak mampu menahan beban atau tantangan, sering kali dengan nada lemah atau putus asa.","Used to describe someone's physical or emotional condition that cannot withstand burdens or challenges, often with a tone of weakness or despair.","Setelah berlari jauh, saya merasa gakuat.","After running for a long time, I feel not strong.",negative
gakz,tidak,not,"Digunakan dalam percakapan santai, sering kali untuk menyatakan penolakan atau ketidaksetujuan dengan nada yang lebih ringan.","Used in casual conversation, often to express rejection or disagreement in a lighter tone.","Gakz, aku gak mau pergi.","No, I don't want to go.",negative
galo,galau,confused / troubled,"Istilah yang digunakan untuk menggambarkan perasaan bingung atau gelisah, seringkali terkait dengan masalah cinta atau keputusan hidup.","A term used to describe feelings of confusion or distress, often related to love issues or life decisions.",Aku lagi galo mikirin hubungan kita.,I'm feeling confused about our relationship.,negative
gamasuk,tidak masuk,not entering,Digunakan dalam situasi informal untuk menyatakan bahwa seseorang atau sesuatu tidak hadir atau tidak terlibat dalam suatu acara atau kegiatan.,Used in informal situations to express that someone or something is absent or not involved in an event or activity.,"Hari ini gamasuk, jadi kita harus mulai tanpa dia.","Today he is not entering, so we have to start without him.",neutral
gamau,tidak mau,don't want,Digunakan untuk mengekspresikan penolakan atau ketidaksukaan terhadap sesuatu dengan nada santai atau informal.,Used to express rejection or dislike for something in a casual or informal tone.,Aku gamau pergi ke acara itu.,I don't want to go to that event.,negative
gapake,tidak pakai,not using,"Digunakan untuk menyatakan bahwa seseorang tidak menggunakan sesuatu, biasanya dalam konteks informal atau percakapan sehari-hari.","Used to indicate that someone is not using something, typically in informal contexts or everyday conversations.",Aku gapake jaket di dalam rumah.,I'm not using a jacket inside the house.,neutral
gapapa,tidak apa-apa,it's okay / no problem,"Digunakan untuk mengekspresikan ketidakberatan atau penerimaan terhadap suatu situasi, sering kali dalam konteks santai.","Used to express nonchalance or acceptance of a situation, often in a casual context.","Gapapa, aku bisa tunggu.","It's okay, I can wait.",positive
gapernah,tidak pernah,never,"Digunakan untuk menyatakan bahwa seseorang tidak pernah melakukan sesuatu atau tidak mengalami sesuatu dalam konteks tertentu, sering kali dengan nada santai atau informal.","Used to express that someone has never done something or experienced something in a particular context, often in a casual or informal tone.",Gue gapernah nonton film itu.,I've never watched that movie.,neutral
gapunya,tidak punya,don't have,Digunakan dalam situasi informal untuk menyatakan ketidakmampuan atau kekurangan akan sesuatu.,Used in informal situations to express lack or absence of something.,"Maaf, aku gapunya uang saku hari ini.","Sorry, I don't have any pocket money today.",negative
garem,garam,salt,"Digunakan dalam konteks santai atau informal, seringkali dalam percakapan sehari-hari untuk merujuk pada garam sebagai bahan makanan.","Used in casual or informal contexts, often in everyday conversations to refer to salt as a food ingredient.",Jangan lupa beli garem untuk masakan kita.,Don't forget to buy salt for our cooking.,neutral
gasuka,tidak suka,not like,"Digunakan untuk menyatakan ketidaksukaan terhadap sesuatu dengan nada informal, sering kali dalam percakapan santai.","Used to express dislike for something in an informal manner, often in casual conversations.",Aku gasuka nonton film horor.,I don't like watching horror movies.,negative
gatau,tidak tahu,don't know,Digunakan dalam situasi santai atau informal untuk menyatakan ketidakpastian atau ketidaktahuan tentang suatu hal.,Used in casual or informal situations to express uncertainty or lack of knowledge about something.,Gue gatau mau makan apa malam ini.,I don't know what to eat tonight.,neutral
gataw,tidak tahu,don't know,Digunakan dalam situasi santai untuk menyatakan ketidakpastian atau kebingungan tentang suatu hal.,Used in casual situations to express uncertainty or confusion about something.,"Gataw deh, aku gak paham soal itu.","I don't know, I don't understand that.",neutral
gatel,gatal,itchy,"Digunakan secara informal untuk menggambarkan perasaan tidak nyaman atau dorongan untuk melakukan sesuatu, sering kali terkait dengan rasa ingin tahu atau kegelisahan.","Used informally to describe a feeling of discomfort or an urge to do something, often related to curiosity or restlessness.",Gue gatel pengen jalan-jalan ke pantai.,I feel itchy to go to the beach.,positive
gausah,tidak usah,no need,"Digunakan dalam situasi santai untuk menyatakan bahwa sesuatu tidak perlu dilakukan, sering kali dengan nada yang menenangkan atau menghibur.","Used in casual situations to express that something is unnecessary, often with a soothing or comforting tone.","Gausah khawatir, semuanya akan baik-baik saja.","No need to worry, everything will be fine.",positive
gawe,kerja,work,"Digunakan dalam konteks informal, sering kali di kalangan anak muda atau pekerja kreatif untuk merujuk pada aktivitas kerja atau proyek.","Used in informal contexts, often among young people or creative workers to refer to work activities or projects.",Hari ini aku harus gawe dari pagi sampai sore.,Today I have to work from morning until evening.,neutral
gblk,goblok,fool / stupid,"Digunakan untuk menyebut seseorang yang dianggap bodoh atau melakukan hal yang tidak masuk akal, seringkali dengan nada sarkastis.","Used to refer to someone who is considered foolish or doing something unreasonable, often with a sarcastic tone.","Dia sampai terlambat karena tidak bangun pagi, gblk banget.","He was late because he didn't wake up on time, so stupid.",negative
gbr,gambar,image,"Digunakan dalam konteks digital, terutama di media sosial dan pesan instan, untuk merujuk pada gambar atau foto.","Used in digital contexts, particularly in social media and instant messaging, to refer to an image or photo.",Aku udah kirim gbr yang kamu minta.,I've sent the image you requested.,neutral
gdg,gudang,warehouse,"Digunakan dalam konteks percakapan santai atau slang, biasanya merujuk pada tempat penyimpanan barang atau sebagai istilah untuk sesuatu yang besar atau penuh.","Used in casual conversation or slang, usually referring to a storage place for goods or as a term for something large or filled.",Aku simpan semua barang di gdg.,I stored all the items in the warehouse.,neutral
gembel,jelek,ugly,Digunakan untuk menggambarkan sesuatu atau seseorang yang dianggap tidak menarik secara fisik. Sering dipakai dengan nada merendahkan.,Used to describe something or someone considered unattractive physically. Often used in a derogatory tone.,"Baju itu gembel banget, nggak cocok sama kamu.","That shirt looks really ugly, it doesn't suit you.",negative
gengges,ganggu,annoying,"Digunakan untuk menggambarkan seseorang atau sesuatu yang mengganggu atau membuat kesal, sering kali dengan nada bercanda atau akrab.","Used to describe someone or something that is bothersome or irritating, often in a joking or friendly tone.","Kamu jangan gengges deh, bikin aku kesel.","Don't be annoying, you're making me upset.",negative
ghiy,lagi,again,Digunakan dalam percakapan santai untuk menunjukkan bahwa sesuatu terjadi kembali atau diulang.,Used in casual conversation to indicate that something is happening again or being repeated.,Ayo kita nonton film ini ghiy.,Let's watch this movie again.,neutral
gi,lagi,again,Digunakan dalam percakapan santai untuk menyatakan pengulangan atau tindakan yang dilakukan kembali.,Used in casual conversations to indicate repetition or an action being done again.,Ayo kita nonton film gi!,"Come on, let's watch the movie again!",positive
gilak,gila,crazy,"Digunakan untuk mengekspresikan keterkejutan atau ketidakpercayaan, sering kali dalam konteks yang menggembirakan atau mengejutkan.","Used to express surprise or disbelief, often in a context that is exciting or shocking.","Gilak, dia bisa menyelesaikan masalah itu dalam waktu sekejap!","Wow, he can solve that problem in no time!",positive
gile,gila,crazy,"Digunakan dalam konteks informal untuk menggambarkan sesuatu yang ekstrem, luar biasa, atau mengejutkan, baik dalam arti positif maupun negatif.","Used informally to describe something extreme, extraordinary, or surprising, either in a positive or negative sense.",Acara itu gile seru banget!,That event was crazy fun!,positive
gitu,begitu,like that,"Digunakan untuk menyatakan persetujuan atau penekanan pada suatu pernyataan, sering kali dalam percakapan santai.","Used to express agreement or emphasize a statement, often in casual conversation.","Jadi, kita mau nonton film gitu?","So, we want to watch a movie like that?",neutral
gituan,begitu,like that,"Digunakan untuk merujuk pada sesuatu yang dianggap sama atau sejenis, seringkali dalam percakapan santai.","Used to refer to something considered similar or of the same kind, often in casual conversation.","Dia suka makanan gituan, kayak sushi sama sashimi.","He likes food like that, such as sushi and sashimi.",neutral
gituh,begitu,like that,"Digunakan untuk menegaskan atau mengulangi pernyataan sebelumnya, sering kali dengan nada santai atau akrab.","Used to emphasize or reiterate a previous statement, often with a casual or familiar tone.","Jadi, kita mau nonton film gituh.","So, we’re going to watch a movie like that.",neutral
gituin,itu,that,"Digunakan untuk merujuk pada sesuatu yang telah disebutkan sebelumnya, sering kali dalam konteks informal atau santai.","Used to refer to something previously mentioned, often in informal or casual contexts.","Gituin aja, gampang kok.","Just do that, it's easy.",neutral
gk,tidak,not,"Sering digunakan dalam komunikasi santai, terutama di media sosial, untuk mengekspresikan penolakan atau ketidaksetujuan dengan cara yang lebih kasual.","Often used in casual communication, especially on social media, to express denial or disagreement in a more laid-back manner.",Gk mau pergi ke pesta malam ini.,I’m not going to the party tonight.,negative
gmana,bagaimana,how,Digunakan dalam percakapan santai untuk menanyakan keadaan atau cara sesuatu dilakukan. Slang ini sering ditemukan dalam komunikasi digital dan informal.,Used in casual conversations to ask about a state or how something is done. This slang is often found in digital and informal communication.,Gimana kabarmu hari ini?,How are you doing today?,neutral
gmbr,gambar,image,"Disingkat dari 'gambar', sering digunakan dalam komunikasi digital untuk merujuk pada gambar atau foto, terutama dalam konteks media sosial dan pesan instan.","Shortened from 'gambar'; commonly used in digital communication to refer to images or photos, especially in the context of social media and instant messaging.",Kirim gmbr itu ke aku ya.,"Send me that image, okay?",neutral
gmn,bagaimana,how,"Sering digunakan dalam komunikasi informal, terutama di pesan teks, untuk menanyakan cara atau keadaan sesuatu dengan nada santai.","Commonly used in informal communication, especially in text messages, to inquire about the way or state of something in a casual tone.",Gmn kabar kamu sekarang?,How are you doing now?,neutral
gmna,bagaimana,how,"Digunakan dalam percakapan sehari-hari, terutama di media sosial, untuk menanyakan cara atau keadaan sesuatu dengan cara yang santai.","Used in everyday conversations, especially on social media, to ask about the way or state of something in a casual manner.",Gmna kabar kamu?,How are you doing?,neutral
gmpg,gampang,easy,Digunakan untuk menggambarkan sesuatu yang tidak sulit atau dapat dilakukan dengan cepat dan tanpa usaha yang besar.,Used to describe something that is not difficult or can be done quickly and with little effort.,Soal ujian ini gmpg banget.,This exam question is really easy.,positive
gmpng,gampang,easy,Digunakan untuk mengekspresikan sesuatu yang dianggap mudah dilakukan atau dipahami. Sering digunakan dalam percakapan santai.,Used to express that something is considered easy to do or understand. Commonly used in casual conversations.,Ini soal ujian gmpng banget.,This exam question is really easy.,positive
gni,begini,like this,Sering digunakan dalam percakapan santai untuk mengarahkan perhatian atau menjelaskan sesuatu dengan cara yang lebih informal.,Often used in casual conversations to direct attention or explain something in a more informal manner.,"Gni, aku mau cerita tentang kemarin.","Like this, I want to tell you about yesterday.",neutral
gnti,ganti,replace,Digunakan dalam konteks yang lebih santai atau informal untuk menyatakan keinginan atau kebutuhan untuk mengganti sesuatu.,Used in a more casual or informal context to express a desire or need to replace something.,Aku mau gnti baju baru untuk acara besok.,I want to replace my clothes with new ones for the event tomorrow.,neutral
gpny,tidak punya,don't have,"Digunakan untuk menyatakan ketidakberadaan sesuatu, sering kali dalam konteks informal atau sehari-hari.","Used to indicate the absence of something, often in informal or everyday contexts.","Gak ada duit, gpny.","I have no money, don't have it.",negative
gpp,tidak apa-apa,it's okay / no problem,"Digunakan untuk menanggapi permintaan atau situasi yang mungkin menimbulkan rasa khawatir, menunjukkan bahwa semuanya baik-baik saja.","Used to respond to requests or situations that might cause concern, indicating that everything is fine.","Maaf ya, aku telat. Gpp kok.",Sorry I'm late. It's okay.,positive
gprnh,tidak pernah,never,Digunakan dalam percakapan santai untuk mengekspresikan ketidakpernahan atau ketidakmungkinan melakukan sesuatu.,Used in casual conversations to express the idea of never having done something or the impossibility of doing it.,Gprnh aku berani coba makanan itu.,I never dare to try that food.,negative
gr2,gara-gara,because of,"Digunakan untuk menjelaskan penyebab atau alasan suatu kejadian, sering kali dalam konteks yang lebih santai atau informal.","Used to explain the cause or reason for an event, often in a more casual or informal context.",Aku telat gr2 macet di jalan.,I'm late because of traffic on the road.,neutral
