slang,translationID,translationEN,contextID,contextEN,exampleID,exampleEN,sentiment
didatengin,didatangi,visited,"Digunakan untuk menggambarkan situasi ketika seseorang datang mengunjungi orang lain, seringkali secara tidak terduga atau informal.","Used to describe a situation where someone comes to visit another person, often unexpectedly or informally.",Kemarin dia didatengin temannya yang lama.,"Yesterday, he was visited by an old friend.",positive
abg,abang,brother,"Slang yang digunakan untuk menyebut pria muda, biasanya dalam konteks akrab atau santai.","A slang term used to refer to a young man, often in a casual or friendly context.",Abg itu sering nongkrong di kafe.,That young guy often hangs out at the café.,neutral
kmariiin,kemarin,yesterday,"Digunakan dalam konteks santai, sering kali di kalangan anak muda atau di media sosial untuk merujuk pada waktu satu hari yang lalu.","Used in a casual context, often among youth or on social media to refer to the time one day prior.",Aku nonton film seru kmariiin.,I watched an exciting movie yesterday.,neutral
ayoklaa,ayolah,come on,"Digunakan untuk mendorong atau membujuk seseorang agar melakukan sesuatu, seringkali dengan nada informal dan akrab.","Used to encourage or persuade someone to do something, often in an informal and friendly tone.",Ayoklaa kita berangkat sekarang.,"Come on, let's leave now.",positive
jelasssss,jelas,clear,"Digunakan untuk menegaskan atau menekankan bahwa sesuatu sudah jelas atau tidak membingungkan, sering kali dengan nada santai atau bercanda.","Used to affirm or emphasize that something is clear or not confusing, often in a casual or joking tone.","Oh, jadi maksudmu itu, jelasssss!","Oh, so that’s what you meant, clear!",positive
kaliiin,kalian,you (plural),"Digunakan dalam bahasa sehari-hari, terutama di kalangan anak muda, untuk menyapa atau merujuk kepada sekelompok orang dengan nuansa akrab dan santai.","Used in everyday language, especially among young people, to greet or refer to a group of people with a familiar and casual tone.",Kaliiin mau kemana nih?,Where are you all going?,positive
ujunggg,ujung,tip / edge,"Digunakan dalam konteks santai untuk merujuk pada bagian paling akhir atau batas dari sesuatu, sering kali dengan nada bercanda atau akrab.","Used in a casual context to refer to the very end or edge of something, often with a playful or friendly tone.","Mau ke ujunggg jalan ini, atau balik saja?","Are we going to the end of this road, or should we turn back?",neutral
kaakaaaa,kakak,older sibling,"Digunakan sebagai panggilan akrab atau ekspresi kasih sayang kepada kakak, sering kali dalam konteks informal atau santai.","Used as a term of endearment or affectionate address for an older sibling, often in informal or casual contexts.","Kaakaaaa, kamu udah makan belum?","Hey, older sibling, have you eaten yet?",positive
srruu,seru,exciting,"Digunakan untuk menggambarkan sesuatu yang menarik, menyenangkan, atau penuh semangat, sering kali dalam konteks acara atau pengalaman.","Used to describe something that is interesting, enjoyable, or full of enthusiasm, often in the context of events or experiences.",Party malam ini srruu!,The party tonight is going to be exciting!,positive
kannn,kan,right?,"Digunakan untuk meminta persetujuan atau menekankan sesuatu yang telah disebutkan sebelumnya, sering kali dengan nada santai atau akrab.","Used to seek agreement or emphasize something previously mentioned, often in a casual or familiar tone.","Kita berangkat jam 7, kannn?","We're leaving at 7, right?",neutral
jmpaaaa,jumpa,meet,Digunakan dalam konteks santai untuk merujuk pada pertemuan atau janji bertemu dengan seseorang.,Used in a casual context to refer to a meeting or appointment with someone.,Ayo jmpaaaa di kafe nanti sore.,Let's meet at the cafe this afternoon.,positive
yukkk,yuk,let's go,"Digunakan untuk mengajak atau mendorong seseorang untuk melakukan sesuatu dengan semangat, sering kali di konteks santai atau informal.","Used to invite or encourage someone to do something enthusiastically, often in a relaxed or informal context.",Yukkk kita nonton film malam ini!,Let's go watch a movie tonight!,positive
haii,hai,hi,Digunakan sebagai sapaan informal yang menunjukkan keakraban atau kegembiraan saat bertemu seseorang.,Used as an informal greeting that conveys familiarity or excitement when meeting someone.,"Haii, apa kabar?","Hi, how are you?",positive
syukaaakkk,suka,like,"Digunakan untuk mengekspresikan perasaan suka yang kuat atau kegembiraan terhadap sesuatu, sering kali dalam konteks santai atau informal.","Used to express a strong feeling of liking or excitement about something, often in a casual or informal context.",Aku syukaaakkk banget sama lagu ini!,I really like this song!,positive
dengeeriin,dengarkan,listen,Digunakan dalam konteks santai untuk meminta seseorang agar mendengarkan apa yang sedang dibicarakan.,Used in a casual context to ask someone to listen to what is being said.,"Dengeeriin apa yang gue bilang, ya!","Listen to what I'm saying, okay!",positive
yakaliiiii,yakali,come on,Digunakan untuk mengekspresikan skeptisisme atau ketidakpercayaan terhadap sesuatu yang terlalu tidak mungkin atau berlebihan.,Used to express skepticism or disbelief towards something that seems too unlikely or exaggerated.,Yakaliiiii dia bisa menyelesaikan semua tugas itu dalam sehari.,"Come on, there's no way he can finish all those tasks in a day.",negative
atuhh,atuh,of course,"Digunakan untuk menegaskan atau menyetujui sesuatu dengan semangat, sering kali dalam percakapan santai.","Used to emphasize or agree with something enthusiastically, often in casual conversations.","Ya atuhh, kita harus pergi ke pesta itu!","Of course, we have to go to that party!",positive
ngertii,mengerti,understand,Biasanya digunakan dalam percakapan santai untuk menunjukkan bahwa seseorang telah menangkap informasi atau maksud dari pernyataan sebelumnya.,Commonly used in casual conversations to indicate that someone has grasped the information or intent of a previous statement.,"Oh, jadi kamu ngertii sekarang?","Oh, so you understand now?",positive
apalgi,apalagi,let alone,Digunakan untuk menekankan sesuatu yang lebih ekstrem atau tidak mungkin setelah menyebutkan sesuatu yang lebih sederhana.,Used to emphasize something more extreme or unlikely after mentioning something simpler.,"Saya belum bisa pergi ke Bali, apalagi ke luar negeri.","I can't even go to Bali, let alone abroad.",negative
akuh,aku,I,"Bentuk informal dari 'aku', sering digunakan dalam percakapan santai atau di kalangan teman dekat untuk menunjukkan kedekatan.","An informal form of 'aku', often used in casual conversations or among close friends to express familiarity.",Akuh suka banget makanan ini.,I really like this food.,positive
mesrany,mesranya,lovey-dovey,"Digunakan untuk menggambarkan sikap atau tindakan yang sangat romantis atau manis, seringkali dalam konteks hubungan asmara.","Used to describe very romantic or sweet attitudes or actions, often in the context of romantic relationships.","Mereka berdua mesrany di depan umum, membuat orang lain merasa cemburu.","They were being all lovey-dovey in public, making others feel jealous.",positive
jendes,janda,widow,"Digunakan dalam konteks informal untuk merujuk pada seorang wanita yang kehilangan suami, seringkali dengan nada yang lebih santai atau humoris.","Used informally to refer to a woman who has lost her husband, often with a more casual or humorous tone.",Dia sekarang jadi jendes setelah suaminya meninggal.,She is now a widow after her husband passed away.,neutral
ngggk,enggak,no / not,Digunakan dalam situasi informal untuk menyatakan penolakan atau ketidaksetujuan dengan cara yang lebih santai.,Used in informal situations to express denial or disagreement in a more casual manner.,Nggk mau ikut ke pesta malam ini.,I’m not going to the party tonight.,negative
coccokk,cocok,suitable,"Digunakan untuk menyatakan bahwa sesuatu atau seseorang cocok atau pas dalam konteks tertentu, sering kali dalam situasi informal.","Used to indicate that something or someone is suitable or fitting in a certain context, often in informal situations.",Baju ini coccokk banget buat acara itu.,This outfit is really suitable for that event.,positive
msa,masa,time,Digunakan dalam konteks informal untuk mengekspresikan ketidakpercayaan atau skeptisisme terhadap sesuatu yang dianggap tidak mungkin atau tidak masuk akal.,Used in an informal context to express disbelief or skepticism towards something perceived as unlikely or unreasonable.,Masa sih dia bisa juara tanpa belajar?,No way he can win without studying?,negative
jendesss,janda,widow,"Digunakan dengan nada santai atau bercanda, sering kali merujuk pada wanita yang sudah menikah dan menjadi janda, bisa juga untuk menggambarkan wanita yang terlihat menarik atau menggoda.","Used in a casual or joking tone, often referring to a woman who is married and has become a widow, it can also describe a woman who appears attractive or seductive.","Lihat aja gaya dia, jendesss banget!","Just look at her style, she's so widow-like!",neutral
klepek2,klepek-klepek,fluttering / smitten,"Digunakan untuk menggambarkan perasaan seseorang yang sangat terpesona atau jatuh cinta, sering kali disertai dengan rasa cemas atau berdebar.","Used to describe someone who is very enchanted or in love, often accompanied by feelings of nervousness or excitement.",Dia klepek-klepek setiap kali melihat pacarnya.,She flutters every time she sees her boyfriend.,positive
bngtttt,banget,very,"Digunakan untuk menekankan suatu pernyataan atau perasaan yang kuat, sering kali dalam konteks informal atau santai.","Used to emphasize a statement or strong feeling, often in informal or casual contexts.",Hari ini panas bngtttt.,It's so hot today.,positive
ponakn,ponakan,nephew/niece,"Digunakan dalam konteks informal untuk merujuk pada ponakan, biasanya dengan nada akrab atau santai.","Used informally to refer to a nephew or niece, often in a friendly or casual tone.",Ponakn gue datang ke rumah hari ini.,My niece/nephew is coming to my house today.,positive
tantee,tante,aunt,"Digunakan untuk menyebut wanita dewasa yang lebih tua, biasanya dengan nuansa akrab atau hormat, sering kali dalam konteks keluarga atau teman dekat.","Used to refer to an older adult woman, usually with an affectionate or respectful nuance, often in the context of family or close friends.","Tantee, mau ikut jalan-jalan ke mall?","Auntie, do you want to go to the mall?",positive
gadiss,gadis,girl,"Slang yang digunakan untuk menyebut seorang gadis atau perempuan muda dengan nuansa akrab dan santai, sering kali dalam konteks pergaulan.","A slang term used to refer to a girl or young woman in a friendly and casual manner, often in social contexts.",Dia itu gadiss yang selalu ceria.,She's that girl who is always cheerful.,positive
tpy,tapi,but,Digunakan dalam percakapan sehari-hari untuk menunjukkan perbedaan atau kontras antara dua pernyataan.,Used in everyday conversation to indicate a difference or contrast between two statements.,"Aku mau pergi, tpy hujan deras.","I want to go, but it's raining heavily.",neutral
jnda,janda,widow,"Digunakan untuk merujuk pada seorang wanita yang kehilangan suami, sering kali dalam situasi yang lebih santai atau akrab.","Used to refer to a woman who has lost her husband, often in a more casual or familiar context.",Dia sekarang jadi jnda setelah suaminya meninggal.,She is now a widow after her husband passed away.,neutral
bngy,banget,very / really,"Digunakan untuk menekankan suatu pernyataan atau perasaan, sering kali dalam konteks informal dan santai.","Used to emphasize a statement or feeling, often in informal and casual contexts.",Acara itu seru bngy!,That event was really fun!,positive
bujngn,bujangan,bachelor,"Digunakan untuk merujuk pada pria yang belum menikah, sering kali dalam konteks santai atau informal.","Used to refer to an unmarried man, often in a casual or informal context.","Dia masih bujngn, jadi dia bebas pergi kemana saja.","He's still a bachelor, so he can go anywhere he likes.",neutral
ngp,mengapa,why,Digunakan dalam percakapan santai untuk mengekspresikan rasa ingin tahu tentang alasan di balik suatu kejadian atau tindakan.,Used in casual conversations to express curiosity about the reasons behind an event or action.,Ngp kamu nggak datang ke pesta kemarin?,Why didn't you come to the party yesterday?,neutral
padetan,padatan,solid,"Digunakan dalam konteks makanan atau minuman, merujuk pada sesuatu yang memiliki konsistensi padat, baik dalam rasa maupun tekstur.","Used in the context of food or drink, referring to something that has a solid consistency, both in flavor and texture.","Makanan ini enak banget, padetan banget rasanya.","This food is really delicious, it has a solid flavor.",positive
bawa2,bawa-bawa,to carry around / to bring along,"Digunakan untuk menyatakan tindakan membawa sesuatu, sering kali dengan konotasi bahwa barang yang dibawa tidak diperlukan atau berlebihan.","Used to express the act of carrying something, often with the connotation that the item being carried is unnecessary or excessive.",Dia selalu bawa-bawa tas besar ke mana-mana.,She always carries around a big bag everywhere.,neutral
pcaran,pacaran,dating,"Digunakan oleh kalangan muda untuk merujuk pada hubungan romantis, sering kali dengan nuansa santai dan tidak terlalu serius.","Used by young people to refer to romantic relationships, often with a casual and not overly serious connotation.",Mereka udah pcaran selama setahun.,They have been dating for a year.,positive
or,orang,person,"Digunakan dalam percakapan sehari-hari, terutama di kalangan anak muda, untuk merujuk kepada seseorang dengan cara yang lebih santai.","Used in everyday conversations, especially among younger people, to refer to someone in a more casual manner.",Dia itu or yang paling asyik di grup ini.,He's the coolest person in this group.,positive
tdak,tidak,not,"Digunakan dalam percakapan santai atau informal, sering kali untuk mengekspresikan penolakan atau ketidaksetujuan.","Used in casual or informal conversations, often to express denial or disagreement.",Aku tdk mau pergi ke pesta itu.,I do not want to go to that party.,negative
prcuma,percuma,futile,Digunakan untuk menunjukkan bahwa suatu usaha atau tindakan tidak memberikan hasil atau manfaat yang diharapkan.,Used to indicate that an effort or action does not yield the expected results or benefits.,"Udah berusaha keras, tapi semua itu prcuma.","I tried hard, but it was all futile.",negative
langgengggg,langgeng,eternal / everlasting,"Digunakan dalam konteks hubungan atau perasaan yang diharapkan akan bertahan lama, sering kali dengan nada optimis atau penuh harapan.","Used in the context of relationships or feelings that are hoped to last long, often with an optimistic or hopeful tone.",Semoga cinta kita langgengggg selamanya.,I hope our love lasts forever.,positive
sekaliiiii,sekali,once / very,"Digunakan untuk menekankan sesuatu dengan makna yang kuat, sering kali dalam konteks positif atau berlebihan.","Used to emphasize something strongly, often in a positive or exaggerated context.",Aku suka dia sekaliiiii!,I really like him/her a lot!,positive
anehhh,aneh,weird,"Digunakan untuk mengekspresikan rasa aneh atau tidak biasa terhadap suatu situasi, orang, atau hal, sering kali dengan nada humoris atau sarkastik.","Used to express something odd or unusual about a situation, person, or thing, often with a humorous or sarcastic tone.","Dia bawa kucing ke pesta, anehhh!","He brought a cat to the party, that's so weird!",neutral
hayal,khayal,illusion / daydream,"Digunakan untuk merujuk pada angan-angan atau harapan yang tidak realistis, seringkali dalam konteks bercanda atau merendahkan.","Used to refer to unrealistic hopes or daydreams, often in a joking or derogatory context.","Jangan hanya hayal, realitanya beda.",Don't just daydream; reality is different.,negative
bapeerr,bawa perasaan,to be overly sensitive,"Digunakan untuk menggambarkan seseorang yang terlalu merasakan atau mengambil hati terhadap suatu situasi, biasanya dalam konteks yang emosional.","Used to describe someone who is overly sensitive or emotionally affected by a situation, often in an emotional context.",Dia bapeerr banget ketika mendengar kritik itu.,He was so sensitive when he heard that criticism.,negative
keinget,teringat,to remember,"Digunakan untuk menyatakan bahwa seseorang atau sesuatu tiba-tiba teringat oleh pembicara, sering kali dalam konteks nostalgia atau refleksi.","Used to express that someone or something suddenly comes to mind for the speaker, often in contexts of nostalgia or reflection.","Tadi pas liat foto lama, jadi keinget sama masa-masa itu.",I saw an old photo earlier and it made me remember those times.,neutral
merekak,mereka,they,"Digunakan dalam percakapan sehari-hari, terutama di kalangan anak muda, untuk menyebut orang lain secara informal.","Used in everyday conversations, especially among young people, to refer to others in an informal manner.",Merekak sudah datang ke acara itu.,They have already arrived at the event.,neutral
kreeenn,keren,cool,Digunakan untuk mengekspresikan kekaguman atau persetujuan terhadap sesuatu yang dianggap menarik atau hebat.,Used to express admiration or approval for something considered interesting or great.,Karya seni dia bener-bener kreeenn!,His artwork is really cool!,positive
abisss,habis,finished / gone,"Digunakan dalam situasi santai untuk menyatakan bahwa sesuatu telah habis atau selesai, sering kali dengan penekanan pada perasaan yang dramatis atau humoris.","Used in casual situations to express that something is finished or gone, often with an emphasis on dramatic or humorous feelings.","Snack kita sudah abisss, nggak ada sisa!","Our snacks are all gone, not a single piece left!",neutral
kocaaaakkk,kocak,funny,"Digunakan untuk mengekspresikan sesuatu yang sangat lucu atau menghibur, sering kali dalam konteks informal atau percakapan santai.","Used to express something that is very funny or entertaining, often in informal contexts or casual conversations.",Video itu kocaaaakkk banget!,That video is so funny!,positive
abiiiss,habis,finished / used up,"Digunakan untuk mengekspresikan bahwa sesuatu sudah tidak ada lagi atau sudah habis, sering kali dalam konteks yang lebih santai atau informal.","Used to express that something is no longer available or has been used up, often in a more casual or informal context.",Makanan di meja sudah abiiiss.,The food on the table is all finished.,neutral
pass,pas,pass,"Digunakan untuk menyatakan bahwa sesuatu cocok atau sesuai dengan harapan, sering kali dalam konteks penilaian atau persetujuan.","Used to indicate that something fits or meets expectations, often in the context of assessment or approval.",Kamu sudah coba baju itu? Kayaknya pas banget di kamu.,Have you tried that dress? It seems to fit you perfectly.,positive
personill,personil,personnel,Digunakan dalam konteks informal untuk merujuk pada anggota tim atau staf dalam suatu organisasi.,Used informally to refer to team members or staff within an organization.,Tim personill kita sangat solid dan kompak.,Our personnel team is very solid and cohesive.,positive
lengkapp,lengkap,complete,"Digunakan dalam konteks informal untuk menyatakan sesuatu yang utuh atau tidak ada yang kurang, sering kali untuk menunjukkan kepuasan.","Used informally to express that something is whole or not lacking, often to indicate satisfaction.","Dokumen ini sudah lengkapp, tinggal kirim saja.","This document is already complete, just send it.",positive
ampuuun,ampun,mercy,"Digunakan untuk mengekspresikan rasa kesal, terkejut, atau ingin meminta ampun dengan nada yang berlebihan atau dramatis.","Used to express annoyance, surprise, or a desire for mercy in an exaggerated or dramatic tone.","Ampuuun, kamu bikin aku kaget banget!","Oh my, you really shocked me!",negative
iiihhhh,ih,eww,"Digunakan untuk mengekspresikan ketidaknyamanan, jijik, atau kekecewaan terhadap sesuatu yang dianggap tidak menyenangkan.","Used to express discomfort, disgust, or disappointment towards something perceived as unpleasant.","Iihhhh, bau banget makanan ini.","Eww, this food smells so bad.",negative
flim.a,filmnya,the movie,"Merupakan bentuk slang dalam bahasa gaul yang digunakan untuk merujuk pada film tertentu, biasanya dalam konteks santai atau ketika membahas film yang sedang populer.","It is a slang form commonly used in casual conversations to refer to a specific movie, often in the context of discussing popular films.","Gue udah nonton flim.a yang baru, seru banget!","I’ve already watched the new movie, it’s so exciting!",positive
trusan.a,terusannya,the continuation,"Digunakan untuk merujuk pada sesuatu yang berlanjut atau merupakan hasil dari sesuatu yang sebelumnya, sering kali dalam konteks percakapan santai.","Used to refer to something that continues or is a result of something prior, often in a casual conversation context.",Kita bahas trusan.a dari cerita kemarin ya.,Let's discuss the continuation of yesterday's story.,neutral
tdung,tudung,hood / veil,"Digunakan untuk merujuk pada penutup kepala, biasanya dalam konteks busana atau keagamaan.","Used to refer to a head covering, often in the context of fashion or religious attire.",Dia selalu memakai tdung saat keluar rumah.,She always wears a hood when going out.,neutral
gangguin,mengganggu,to disturb / to bother,"Digunakan untuk menggambarkan tindakan mengganggu atau mengusik seseorang, sering kali dalam konteks yang tidak serius atau lucu.","Used to describe the act of disturbing or bothering someone, often in a light-hearted or humorous context.","Jangan gangguin aku lagi, ya!","Don't bother me again, okay!",negative
lgkah2,langkah-langkah,steps,"Digunakan dalam konteks instruksi atau prosedur, sering kali merujuk pada langkah-langkah yang perlu diikuti dalam suatu proses.","Used in the context of instructions or procedures, often referring to the steps that need to be followed in a process.",Ikuti lgkah2 yang sudah dijelaskan di buku itu.,Follow the steps that have been explained in that book.,neutral
taw,tau,know,Digunakan dalam percakapan santai untuk menyatakan bahwa seseorang sudah mengetahui sesuatu.,Used in casual conversations to indicate that someone is already aware of something.,"Eh, taw ga sih kalo dia udah pergi?","Hey, do you know that he has left?",neutral
cntiiikkk,cantik,beautiful,"Digunakan sebagai ungkapan pujian untuk seseorang atau sesuatu yang dianggap menarik secara visual, sering kali dengan nada santai dan akrab.","Used as a compliment for someone or something considered visually appealing, often in a casual and friendly tone.","Wah, penampilanmu hari ini cntiiikkk banget!","Wow, you look so beautiful today!",positive
tegaar,tegar,steadfast,Digunakan untuk menggambarkan seseorang yang tetap kuat dan tidak goyah dalam menghadapi kesulitan atau tantangan.,Used to describe someone who remains strong and unwavering in the face of difficulties or challenges.,"Meskipun banyak masalah yang datang, dia tetap tegaar.","Despite the many problems that came, he remained steadfast.",positive
sktlrang,sekarang,now,"Digunakan dalam percakapan santai untuk menyatakan waktu saat ini, sering kali dengan nada informal dan akrab.","Used in casual conversations to indicate the current time, often with an informal and friendly tone.",Sktlrang kita makan bareng yuk!,Let's have lunch together now!,positive
kangeeeennnnn,kangen,miss / longing,"Digunakan untuk mengekspresikan kerinduan yang kuat, sering kali dengan nada emosional yang berlebihan.","Used to express a strong sense of longing, often with an exaggerated emotional tone.",Aku kangeeeennnnn sama kamu!,I miss you sooooo much!,positive
sjk,sejak,since,Digunakan untuk menyatakan waktu atau periode yang dimulai dari suatu titik tertentu.,Used to indicate a time or period that begins from a specific point.,Aku tinggal di Jakarta sjk 2010.,I've been living in Jakarta since 2010.,neutral
tambh,tambah,add,"Digunakan dalam konteks informal untuk merujuk pada penambahan sesuatu, baik itu angka, barang, atau ide.","Used in informal contexts to refer to the addition of something, whether it's numbers, items, or ideas.","Bisa tambh satu lagi, biar lebih seru.","Can you add one more, to make it more fun?",positive
nangiis,menangis,crying,"Digunakan dalam konteks informal atau santai, sering kali untuk mengekspresikan emosi mendalam atau reaksi terhadap situasi yang menyentuh.","Used in informal or casual contexts, often to express deep emotions or reactions to touching situations.",Dia nangiis waktu nonton film sedih itu.,She was crying while watching that sad movie.,negative
nyaaaaaaaaa,nya,nya,"Digunakan untuk mengekspresikan rasa manis atau keimutan, seringkali dalam konteks percakapan yang santai atau ceria.","Used to express sweetness or cuteness, often in a casual or cheerful conversational context.","Kucingnya lucu banget, nyaaaaaaaaa!","The cat is so cute, nyaaaaaaaaa!",positive
bundaa,bunda,mother,"Digunakan sebagai istilah sayang atau penghormatan untuk ibu, sering kali dalam konteks informal atau akrab.","Used as a term of endearment or respect for a mother, often in informal or affectionate contexts.","Aku rindu bundaa, pengen pulang.","I miss you, mom, I want to go home.",positive
duuhhhhh,duh,duh,"Ekspresi yang digunakan untuk menunjukkan kebodohan atau ketidakpahaman seseorang, sering kali disertai dengan rasa frustrasi atau sindiran.","An expression used to indicate someone's stupidity or lack of understanding, often accompanied by a sense of frustration or sarcasm.","Duuhhhhh, kamu tidak tahu itu?","Duhhhhh, you don't know that?",negative
malsudnya,maksudnya,meaning,"Digunakan dalam percakapan sehari-hari untuk menjelaskan maksud atau arti dari sesuatu, sering kali dalam konteks informal.","Used in everyday conversation to explain the meaning or intent behind something, often in informal contexts.","Malsudnya, kita harus segera berangkat.","What I mean is, we should leave immediately.",neutral
lluuccuu,lucu,funny,"Digunakan untuk menyatakan sesuatu yang menghibur atau menggelikan, sering dipakai dalam interaksi santai di media sosial.","Used to express something entertaining or amusing, often employed in casual interactions on social media.",Video itu bener-bener lluuccuu deh!,That video is really funny!,positive
siappa,siapa,who,"Digunakan dalam percakapan sehari-hari, seringkali dengan nada santai atau akrab untuk menanyakan identitas seseorang.","Used in everyday conversation, often in a casual or friendly tone to inquire about someone's identity.",Siappa yang datang tadi malam?,Who came last night?,neutral
martabakk,martabak,martabak,"Istilah yang digunakan untuk menggambarkan makanan khas Indonesia, biasanya berupa pancake yang diisi dengan berbagai bahan, sering dinikmati sebagai camilan atau hidangan malam.","A term used to describe a traditional Indonesian food, typically a pancake filled with various ingredients, often enjoyed as a snack or late-night dish.",Malam ini kita mau beli martabakk di pinggir jalan.,Tonight we are going to buy martabak at the roadside.,positive
skali2,sekali-kali,once in a while,"Digunakan untuk menggambarkan sesuatu yang dilakukan sesekali atau tidak sering, sering kali dengan nada santai atau tidak serius.","Used to describe something done occasionally or not often, often with a casual or unserious tone.","Ayo kita hangout skali2, biar gak stress.","Let's hang out once in a while, so we don't get stressed.",positive
kueren2,keren-keren,cool-cool,"Digunakan untuk menyatakan sesuatu yang dianggap keren atau menarik, sering kali dengan nuansa santai atau tidak serius.","Used to express that something is considered cool or interesting, often with a relaxed or casual tone.","Acara kemarin itu kueren2, seru banget!","The event yesterday was so cool-cool, it was really fun!",positive
abgnya,abangnya,older brother,"Digunakan dalam konteks akrab atau santai untuk merujuk kepada kakak laki-laki, sering kali dengan nuansa kasih sayang atau keakraban.","Used in a casual or familiar context to refer to an older brother, often with a tone of affection or familiarity.",Abgnya selalu bantu aku kalau ada masalah.,His older brother always helps me when I have a problem.,positive
warkop,warung kopi,coffee shop,Digunakan untuk menyebut tempat nongkrong yang menyajikan kopi dan sering menjadi tempat berkumpulnya teman-teman.,Used to refer to a hangout spot that serves coffee and often becomes a gathering place for friends.,Ayo kita pergi ke warkop sambil ngopi.,Let's go to the coffee shop for some coffee.,positive
hayuu,hayo,come on,"Digunakan untuk mengajak atau mendorong orang lain agar melakukan sesuatu, sering kali dengan nada semangat atau antusias.","Used to invite or encourage others to do something, often with an enthusiastic or spirited tone.",Hayuu kita berangkat ke pantai sekarang!,"Come on, let's head to the beach now!",positive
kenapaa,kenapa,why,Digunakan dalam percakapan sehari-hari untuk mengekspresikan kebingungan atau keingintahuan mengenai suatu situasi.,Used in everyday conversations to express confusion or curiosity about a situation.,Kenapaa kamu tidak datang ke pesta tadi malam?,Why didn't you come to the party last night?,neutral
ilang2an,hilang-hilangan,playing hide and seek,"Digunakan untuk menggambarkan situasi di mana seseorang atau sesuatu tampak hilang dan kemudian muncul kembali secara tidak terduga, sering kali dalam konteks yang menyenangkan atau santai.","Used to describe a situation where someone or something seems to be missing and then unexpectedly reappears, often in a playful or casual context.",Dia suka ilang2an setiap kali main di taman.,He loves playing hide and seek every time he plays in the park.,positive
ayooook,ayo,come on,"Digunakan untuk mengajak atau mendorong seseorang melakukan sesuatu dengan semangat, sering kali dalam situasi yang santai atau akrab.","Used to invite or encourage someone to do something with enthusiasm, often in casual or friendly situations.","Ayooook, kita berangkat sekarang!","Come on, let's leave now!",positive
astagaaaaaaaa,astaga,oh my God,"Ekspresi keheranan atau keterkejutan yang kuat, sering digunakan dalam situasi yang mengejutkan atau dramatis.","An expression of strong astonishment or shock, often used in surprising or dramatic situations.","Astagaaaa, kamu benar-benar melakukan itu?","Oh my God, did you really do that?",negative
inihhh,ini,this,"Digunakan untuk menekankan sesuatu yang dekat atau relevan dengan pembicara, sering kali dengan nuansa emosional atau penekanan.","Used to emphasize something that is close or relevant to the speaker, often with an emotional tone or emphasis.",Inihhh yang aku tunggu-tunggu!,This is what I've been waiting for!,positive
oom,om,uncle,"Digunakan sebagai istilah akrab untuk menyapa pria yang lebih tua, sering kali dalam konteks informal atau persahabatan.","Used as a familiar term to address older men, often in informal or friendly contexts.","Halo oom, apa kabar?","Hello uncle, how are you?",positive
mansetan,bermanset,to be overconfident,"Digunakan untuk menggambarkan seseorang yang terlalu percaya diri, sering kali tanpa dasar yang kuat.","Used to describe someone who is overly confident, often without a solid basis.","Dia selalu mansetan saat presentasi, padahal materi yang dibawakan belum tentu benar.","He always acts overconfident during presentations, even though the material he's presenting may not be accurate.",negative
cadasss,cadas,fierce / tough,"Digunakan untuk menggambarkan seseorang atau sesuatu yang kuat, berani, atau tidak takut menghadapi tantangan.","Used to describe someone or something that is strong, brave, or unafraid to face challenges.","Dia memang cewek cadas, berani banget menghadapi semua rintangan.","She is really fierce, she's so brave in facing all the obstacles.",positive
kereeeeennn,keren,cool,Digunakan untuk mengekspresikan kekaguman atau persetujuan terhadap sesuatu yang dianggap menarik atau mengesankan.,Used to express admiration or approval for something considered interesting or impressive.,Karya seni itu kereeeeennn!,That artwork is so cool!,positive
"temen""",teman-teman,friends,"Merupakan bentuk informal dari 'teman-teman', digunakan dalam situasi santai dan akrab di kalangan teman dekat.","An informal form of 'friends', used in relaxed and familiar situations among close friends.","Ayo, kita nongkrong bareng temen-temen.","Come on, let's hang out with friends.",positive
telefisi,televisi,television,"Slang yang digunakan secara informal untuk merujuk pada perangkat televisi, sering kali dalam konteks santai atau percakapan sehari-hari.","A slang term used informally to refer to a television set, often in casual or everyday conversation.",Nonton acara favorit di telefisi itu bikin hari aku lebih ceria.,Watching my favorite show on the television makes my day brighter.,positive
nikmatin,menikmati,enjoy,"Digunakan dalam konteks santai atau informal untuk menyatakan perasaan menikmati sesuatu, sering kali dalam situasi yang menyenangkan atau menghibur.","Used in a casual or informal context to express the feeling of enjoying something, often in pleasant or entertaining situations.",Ayo nikmatin suasana di pantai ini.,Let's enjoy the atmosphere at this beach.,positive
mantappp,mantap,great / awesome,"Digunakan untuk mengekspresikan rasa puas, senang, atau kagum terhadap sesuatu yang dianggap baik atau memuaskan.","Used to express satisfaction, happiness, or admiration for something considered good or pleasing.",Makanan di restoran itu mantappp!,The food at that restaurant is awesome!,positive
mbahh,mbah,grandparent,"Digunakan untuk merujuk kepada sosok yang dihormati dan sering kali disertai dengan rasa kasih sayang atau nostalgia, terutama dalam konteks keluarga.","Used to refer to a respected figure often accompanied by feelings of affection or nostalgia, especially in family contexts.","Mbahh, cerita dong tentang masa kecilmu.","Grandpa, tell me about your childhood.",positive
